Signatura,Denominació comercial,Subgrups,Grups,Categoria,Inici d'activitat,Estat,Municipi,Localitat,Adreça,UTM (X),UTM(Y),Places,Nombre habitacions,Explotador/s,Columna amb nova georeferència
H/1327,OBELISCO,Hotel,Allotjaments,4 estrelles Superior,01/01/1965,Alta,PALMA,Platja De Palma,"DE LAS MARAVILLAS, CANTÓ AMB CARRER CANYES, S/N. 07600 PALMA, Mallorca","478,395.805363","4,374,540.11973",336,192,SATURNO HOTELS SL (B07873193),POINT (2.7486543828135632 39.52023283977622)
H/1328,CALA AZUL,Hostal residència,Allotjaments,2 estrelles,01/01/1968,Alta,SON SERVERA,Cala Bona,"ENGINYER ANTONI GARAU ROCA, 17. 07559 Cala Bona, SON SERVERA, Mallorca","533,645.085955","4,385,117.81678",63,36,CALA BONA SA (A07033673),POINT (3.391964432867433 39.61515343261232)
H/1329,EIX ALCUDIA HOTEL,Hotel,Allotjaments,4 estrelles,25/06/1965,Alta,ALCÚDIA,Port D'Alcúdia,"TEODOR CANET, 43. 07410 ALCÚDIA, Mallorca","511,474.252842","4,410,337.59676",404,210,EDIFICACIONES LA TORRETA SL (B07021827),POINT (3.134115644402713 39.84297298679203)
H/1333,MORE,Hotel,Allotjaments,3 estrelles,01/01/1965,Alta,ALCÚDIA,Alcúdia,"TIRANT LO BLANC, 8. 07400 ALCÚDIA, Mallorca","510,533.656061","4,412,601.3802",267,140,EXPLOTACIONES PLAYAS MORE SL (B07265259),POINT (3.1231580464833573 39.863381889004174)
H/1336,SAN FRANCISCO,Hostal residència,Allotjaments,1 estrella,02/06/1965,Alta,FELANITX,Portocolom,"ORADA, 3. 07670 Portocolom, FELANITX, Mallorca","522,342.159997","4,362,813.36476",43,24,EXPLOTACIONES ROIG SL (B07991375),POINT (3.259538282395953 39.414549574091026)
H/1338,IBEROSTAR GRAND HOTEL PORTALS NOUS,Hotel,Allotjaments,5 estrelles,12/07/1965,Alta,CALVIÀ,Portals Nous,"FALCONER, 19. 07015 Portals Nous, CALVIÀ, Mallorca","463,499.415596","4,376,082.45788",150,66,IBEROSTAR LEASING SL (B57860264),POINT (2.575267016928603 39.53362589122281)
H/1341,Petit Rocamar,Hostal,Allotjaments,1 estrella,31/03/1965,Alta,ARTÀ,Colònia De Sant Pere,"Carrer SANT MATEU, 9 lletra A. 07579 Colònia De Sant Pere, ARTÀ, Mallorca","523,887.231067","4,398,690.37567",15,8,"PETIT HOTEL ROCAMAR, SL (B16566697)  des de 09/07/2021",POINT (3.278778372213959 39.73777280895542)
H/1346,ENCARNA LLITERAS,Hotel,Allotjaments,1 estrella,21/06/1965,Alta,CAPDEPERA,Cala Rajada,"Carrer REYES CATÓLICOS, 21. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",49,27,ESTEVA LLITERAS S.L. (B16500480),POINT (3.459837694366632 39.71142029804171)
H/1354,LLITERAS,Hotel,Allotjaments,1 estrella,18/06/1965,Alta,CAPDEPERA,Cala Rajada,"REIS CATOLICS, 26. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",67,35,ESTEVA LLITERAS S.L. (B16500480),POINT (3.459837694366632 39.71142029804171)
H/1372,FAMOUS,Hostal,Allotjaments,1 estrella,27/08/1965,Alta,LLUCMAJOR,Arenal (L'),"Carrer SAN CRISTOBAL, 38. 07620 Arenal (L'), LLUCMAJOR, Mallorca","478,871.744965","4,372,554.23471",56,34,"VINCE HOTEL, CB (E57807877)",POINT (2.754254515925678 39.50235090063534)
H/1378,CASA MARGARITA TRIAS,Casa d'hostes,Allotjaments,,11/06/1965,Alta,SÓLLER,Sóller,"Carrer REIAL, 3. 07100 SÓLLER, Mallorca","475,650.860236","4,401,733.95289",15,7,Margarita Jofre Trias des de 02/02/2019,POINT (2.7157182392208274 39.765182609878906)
H/1380,SENTIDO CASTELL DE MAR,Hotel,Allotjaments,4 estrelles,25/09/1965,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"Carrer BONANÇA, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca",,,433,230,HOTEL PLAYA DEL MORO SA (A07008543),
H/1381,HOTEL ILUSION MOREYO,Hotel,Allotjaments,4 estrelles,01/01/1965,Alta,SON SERVERA,Cala Bona,"MARITIMO, 8. 07559 Cala Bona, SON SERVERA, Mallorca",,,164,82,"ILUSION HOTELS ILLES, SL (B57960163)  des de 04/06/2019",
H/1393,HOTEL VALPARAISO BY PETIT PALACE,Hotel,Allotjaments,4 estrelles,01/01/1966,Alta,MANACOR,Cala Murada,"Carrer ARAGO, 28. 07688 Cala Murada, MANACOR, Mallorca","523,971.53081","4,367,336.65094",100,52,AROCIC INVESTMENTS SL (B88024302)  des de 18/12/2018,POINT (3.2786280171856057 39.455263221649794)
H/1407,IROCO HOSTAL,Hostal,Allotjaments,1 estrella,27/07/1965,Alta,SANTANYÍ,Cala D'Or,"BOULEVARD, 29. 07660 Cala D'Or, SANTANYÍ, Mallorca","519,766.16779","4,358,458.14922",42,22,ESENA DE MARINA SL (B07818693),POINT (3.229485835611485 39.37536906480795)
H/142,CENTRAL,Casa d'hostes,Allotjaments,,01/01/1942,Alta,PALMA,Palma,"Carrer TRAVESSA D'EN BALLESTER, 12. 07002 PALMA, Mallorca","470,334.003453","4,380,119.98995",36,21,MARIA PUJADAS ALZINA,POINT (2.6546147077361852 39.57026879378394)
H/1426,MORLANS GARDEN 3,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,CALVIÀ,Peguera,"DE PAGUERA, 69. 07160 Peguera, CALVIÀ, Mallorca","453,288.226066","4,376,466.7895",64,32,MIMAGO SL (B07622368),POINT (2.4564236688641055 39.53659389876171)
H/1427,ALLSUN HOTEL VERA BEACH,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,CALVIÀ,Peguera,"Carrer PALMIRA, 10. 07160 Peguera, CALVIÀ, Mallorca","452,781.799615","4,376,772.30524",176,92,SOCIEDAD HOTELERA BALEAR S.A. (A07013956)  des de 31/05/2018,POINT (2.4505090252589334 39.5393189211182)
H/1428,Morlans Garden 5,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,CALVIÀ,Peguera,"GAVINES,10, S/N. 07160 Peguera, CALVIÀ, Mallorca",,,80,42,MIMAGO SL (B07622368)  des de 19/07/2021,
H/1434,JS HOTEL SOL DE CAN PICAFORT,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,SANTA MARGALIDA,Can Picafort,"Passeig COLON, 88. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","513,153.8722","4,401,869.42428",102,54,CUZCO RESORT SL (B07745672),POINT (3.153577800028471 39.76664976382743)
H/1435,GALAXIA,Hotel,Allotjaments,1 estrella,04/04/1966,Alta,SANTA MARGALIDA,Can Picafort,"COLON, 91. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","513,131.966388","4,401,875.41694",117,59,GALAXIA TURISTICA SL (B07615412),POINT (3.153322159738303 39.766704096630356)
H/1439,RIU PLAYA PARK,Hotel,Allotjaments,4 estrelles,14/04/1966,Alta,PALMA,Platja De Palma,"Carrer PARE BARTOMEU SALVA, 15. 07610 Platja De Palma, PALMA, Mallorca","478,387.245538","4,374,343.72318",950,475,RIUSA II SA (A07632474),POINT (2.7485611783885795 39.51846300031219)
H/1445,VISTA SOL,Hotel,Allotjaments,1 estrella,01/01/1968,Alta,CAPDEPERA,Cala Rajada,"MESTRE VICENS NADAL, 65. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",79,41,BARTOLOME GILI SOLER des de 04/08/2022,POINT (3.459837694366632 39.71142029804171)
H/1451,BQ PAGUERA BOUTIQUE HOTEL,Hotel,Allotjaments,4 estrelles,10/05/1966,Alta,CALVIÀ,Peguera,"Carrer PALMIRA, 29. 07160 Peguera, CALVIÀ, Mallorca","452,747.776068","4,376,853.54709",160,80,SIDEHOTELES SL (B57512642),POINT (2.450107324758214 39.54004904625702)
H/1452,CRETA,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,CALVIÀ,Peguera,"EUCALIPTUS, 2. 07160 Peguera, CALVIÀ, Mallorca","452,651.928102","4,376,587.60412",27,15,"VITUR 2015, S.L. (E57928723)  des de 10/11/2015",POINT (2.4490108991128636 39.53764759058533)
H/1454,THE SEA HOTEL,Hotel,Allotjaments,4 estrelles,01/05/1966,Alta,SANTA MARGALIDA,Can Picafort,"PERE ALCÀNTARA PENYA, 2",,,321,163,"HOTEL AMAPOLA, SL (B07027139)",
H/1455,ROMANTIC,Hotel,Allotjaments,3 estrelles,19/04/1966,Alta,POLLENÇA,Port De Pollença,"Passeig LONDRES, 46. 07470 Port De Pollença, POLLENÇA, Mallorca","506,740.221711","4,416,450.60857",152,78,BELLAUBA HOTELES Y APARTAMENTOS SL (B07998677)  des de 03/04/2019,POINT (3.0788454985550087 39.8981019715365)
H/1456,VENT I MAR,Hotel,Allotjaments,2 estrelles,15/11/1966,Alta,SANTA MARGALIDA,Can Picafort,"Avinguda JOSEP TRIAS, 1. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","512,724.2052645","4,402,001.229125",43,16,"LAUMAE GARRIDO, SL (B16573651)  des de 14/02/2019",POINT (3.14856379995278 39.76784387265097)
H/1461,ZERO DRACH DEL MAR,Hotel,Allotjaments,4 estrelles,16/05/1966,Alta,MANACOR,Portocristo,"Carrer DE LES COVES S/N, sn. 07680 Portocristo, MANACOR, Mallorca",,,236,127,"RESA PLUS, S.L. (B57389694)  des de 22/02/2023",
H/1462,ANTARES,Hotel,Allotjaments,1 estrella,15/05/1966,Alta,SANTANYÍ,Cala D'Or,"Carrer BOULEVARD  D'OR, 23. 07660 Cala D'Or, SANTANYÍ, Mallorca","519,766.16779","4,358,458.14922",76,40,ANTARESDOR SL (B57943763),POINT (3.229485835611485 39.37536906480795)
H/1463,Boutique Hotel El Coto,Hotel,Allotjaments,5 estrelles,01/01/1966,Alta,SES SALINES,Colònia De Sant Jordi,"Carrer PRIMAVERA, 8. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca","498,950.210116","4,352,714.08618",102,50,HOTEL ES COTO SL (A07105091),POINT (2.987820848680955 39.323836021554364)
H/1471,BLUE SEA CALA MILLOR - I,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"Carrer CARAVEL-LES (URB. SON MORO), 4. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca","532,986.980109","4,383,303.24371",193,100,"HOTELS & RESORTS BLUE SEA MANAGEMENT, SL (B57817215)  des de 20/06/2019",POINT (3.384207307642993 39.59882935768089)
H/1474,ISLA DE CABRERA,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,SES SALINES,Colònia De Sant Jordi,"ROCIO, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca","499,446.663245","4,352,454.73669",144,75,HOTEL CABRERA SA (A07025364),POINT (2.993580669839182 39.321499520540705)
H/1477,ALLSUN  HOTEL MARENA BEACH,Hotel,Allotjaments,4 estrelles,01/01/1974,Alta,PALMA,Platja De Palma,"Carrer AMILCAR, 1. 07600 Platja De Palma, PALMA, Mallorca","478,672.33646","4,372,991.09782",270,140,ALLTOURS ESPAÑA SL (B35379841)  des de 07/05/2019,POINT (2.751921194609182 39.50628232601571)
H/1480,COSTA DEL SUR,Hotel,Allotjaments,3 estrelles,17/12/1968,Alta,SANTANYÍ,Cala D'Or,"Avinguda ELS RAVELLS, 2. 07660 Cala D'Or, SANTANYÍ, Mallorca","519,999.653386","4,358,380.73507",193,107,HOTELES GAVIMAR SA (A07063134),POINT (3.2321942793843705 39.37466613159876)
H/1482,SUN CLUB EL DORADO,Hotel,Allotjaments,2 estrelles,01/10/1966,Alta,LLUCMAJOR,Llucmajor,"PREDIO TOLLERICH CTRA.CABO BLANCO KM. 11, S/N. 07620 LLUCMAJOR, Mallorca","478,090.085545","4,363,204.62543",660,324,SUN CLUB EL DORADO SA (A07090806)  des de 10/05/2019,POINT (2.7454700420161617 39.41808616973128)
H/1485,PLAYA,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,PALMA,Can Pastilla,"POLLACRA (PLAYA DE PALMA), 1. 07610 Can Pastilla, PALMA, Mallorca","476,305.012046","4,375,981.46278",182,94,"HOTEL EDÉN PALMA PLAYA, S.L. (B64568207)  des de 22/02/2008",POINT (2.7242787546802765 39.533164833127245)
H/1489,CAPRICHO,Hotel,Allotjaments,3 estrelles Superior,01/01/1966,Alta,CAPDEPERA,Cala Rajada,"SERRETA, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",262,135,EXPLOTACIONES VAQUER SL (B07751985),POINT (3.459837694366632 39.71142029804171)
H/149,COSTA BRAVA,Casa d'hostes,Allotjaments,,01/03/1956,Alta,PALMA,Palma,"MARTI FELIU, 16. 07002 PALMA, Mallorca","470,229.328581","4,380,351.90964",42,28,VARSOVIA HOSTELERIA SL (B07843576),POINT (2.653385649559155 39.5723548328)
H/1492,VILLA MIEL,Hotel,Allotjaments,2 estrelles,01/01/1966,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"CRISTÒFOL COLOM, 92. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca","527,705.286424","4,381,682.2492",28,14,HOTEL VILLA MIEL SL (B07655921),POINT (3.3226233987130405 39.58441084603002)
H/1493,BIKINI,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"CARABELA (URBANITZACIÓ SON MORO), 9. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca","532,940.499363","4,383,312.11862",208,108,COMPAÑIA HOTELERA BIKINI SA (A07014822),POINT (3.3836663877963433 39.59891111145174)
H/1494,BAHIA,Hotel,Allotjaments,3 estrelles,09/05/1966,Alta,POLLENÇA,Port De Pollença,"VORA MAR, 29. 07470 POLLENÇA, Mallorca","507,348.686488","4,417,734.6969",68,34,"ARRENDAMIENTOS Y EXPLOTACIONES POLLENTIA, SL (B07688591)",POINT (3.085977626142433 39.90966647626949)
H/1495,CLUB JET TOURS ALCUDIA,Hotel,Allotjaments,3 estrelles,10/06/1966,Alta,ALCÚDIA,Alcúdia,"ES MORER VERMELL, S/N, S/N. 07409 ALCÚDIA, Mallorca",,,296,163,"RESORTS MALLORCA HOTELS INTERNATIONAL, SL (B07993991)",
H/1496,EL GOLEA,Hostal residència,Allotjaments,2 estrelles,01/01/1966,Alta,CAPDEPERA,Cala Rajada,"Plaça MARINES S/N, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",37,23,DISTRIBUCIONS ALIMENTARIES D'AQUI SL (B57070278)  des de 17/07/2019,POINT (3.459837694366632 39.71142029804171)
H/1497,CATALONIA DEL MAR,Hotel,Allotjaments,4 estrelles,01/01/1966,Alta,SON SERVERA,Cala Bona,"DEL MOLL, 15. 07559 Cala Bona, SON SERVERA, Mallorca","533,621.682439","4,385,091.51542",316,189,"ARC DE TRIOMF, SL (B17597121)",POINT (3.391690452829318 39.61491737184455)
H/1501,CLUB CALA MARSAL,Hotel,Allotjaments,4 estrelles,10/05/1966,Alta,FELANITX,Portocolom,"Carrer CALA MARÇAL, 11. 07670 Portocolom, FELANITX, Mallorca","522,402.163666","4,362,639.51993",630,347,COMELLA SA (A07098395),POINT (3.260229486308518 39.412981566883644)
H/1510,VALENTIN PARK CLUB HOTEL,Hotel,Allotjaments,3 estrelles,25/03/1966,Alta,CALVIÀ,Peguera,"LUZ, 5, S/N. 07160 Peguera, CALVIÀ, Mallorca","452,537.947012","4,376,937.00597",469,247,MITTENWALD SA (A07016025),POINT (2.4476596073391197 39.54078944176202)
H/1514,HIPOTELS EUROTEL PUNTA ROTJA,Hotel,Allotjaments,4 estrelles,12/12/1966,Alta,SON SERVERA,Costa De Son Jordi,"COSTA DE LOS PINOS (EDIFICI EUROTEL), S/N. 07559 Costa De Son Jordi, SON SERVERA, Mallorca","535,581.6","4,387,468.64",413,217,INMOBILIARIA EUROTEL SA (A28257624),POINT (3.414650639966586 39.636256399218816)
H/1523,COSTA MEDITERRANEO,Hotel,Allotjaments,2 estrelles,01/01/1966,Alta,LLUCMAJOR,Arenal (L'),"GIRONA, 11. 07620 Arenal (L'), LLUCMAJOR, Mallorca","478,998.627947","4,372,005.15033",166,92,ALCAHOTEL SL (B07747918),POINT (2.755747613299522 39.49740648597693)
H/1525,SES PUNTETES,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,SANTANYÍ,Cala D'Or,"BENVINGUTS, 20. 07660 Cala D'Or, SANTANYÍ, Mallorca","519,664.666571","4,358,629.42711",45,24,PUNTETES CALA D'OR CB (E07946775),POINT (3.2283124390327056 39.376914716844105)
H/1527,H10 PUNTA NEGRA,Hotel,Allotjaments,4 estrelles,07/07/1966,Alta,CALVIÀ,Costa D'En Blanes,"Carretera ANDRATX,KM.12- DE PUNTA NEGRA, S/N. 07181 Costa D'En Blanes, CALVIÀ, Mallorca","462,318.912464","4,376,851.14465",128,69,,POINT (2.5614870814855335 39.54050095572295)
H/1532,ROCAMAR,Hotel,Allotjaments,2 estrelles,03/05/1966,Alta,SANTANYÍ,Cala Figuera,"JUAN SEBASTIAN ELCANO,34, S/N. 07659 Cala Figuera, SANTANYÍ, Mallorca","514,796.074065","4,353,362.20305",82,42,MARGARITA CAMPS AMENGUAL des de 14/03/2023,POINT (3.17167076906367 39.32955015420419)
H/1548,HISPANIA,Hotel,Allotjaments,4 estrelles,01/01/1967,Alta,PALMA,Platja De Palma,"AIGUAMARINA, 3. 07600 PALMA, Mallorca","478,520.51575","4,373,409.49995",346,186,HOTEL HISPANIA SA (A07015803),POINT (2.750141762458107 39.510048549760945)
H/1549,Das Hostal El Arenal,Hostal residència,Allotjaments,1 estrella,02/08/1966,Alta,PALMA,Arenal (L'),"Carrer RAFAEL RAMIS TUGORES, 13. 07600 Arenal (L'), PALMA, Mallorca","478,694.994603","4,373,346.12233",50,26,"ISLAND COMMUNITY, S.L. (B16534257)  des de 07/06/2022",POINT (2.7521733834567925 39.509481830975574)
H/1553,BQ CARMEN PLAYA,Hotel,Allotjaments,4 estrelles,01/11/1966,Alta,PALMA,Platja De Palma,"Carrer FERRAN ALÇAMORA, 32. 07600 Platja De Palma, PALMA, Mallorca","478,737.078018","4,373,425.21545",174,91,XEMA SA (A07101256),POINT (2.752660380046878 39.51019554055688)
H/1554,DES MOLI,Hostal residència,Allotjaments,2 estrelles,01/01/1968,Alta,SANTANYÍ,Cala D'Or,"Carrer ANDREU ROIG S/N, S/N. 07660 Cala D'Or, SANTANYÍ, Mallorca","519,733.213971","4,358,302.41892",32,16,BARLOVENTO D'OR SL (B07678790)  des de 14/05/2019,POINT (3.229098657308684 39.37396657905791)
H/1565,VISTA ALEGRE,Hostal residència,Allotjaments,1 estrella,21/06/1966,Alta,ALCÚDIA,Port D'Alcúdia,"Passeig MARITIM, 10. 07410 Port D'Alcúdia, ALCÚDIA, Mallorca","511,626.723864","4,410,112.88874",55,29,ANTONIA BATLE BENNASAR,POINT (3.135893790799311 39.84094628824873)
H/1567,PERGOLA,Hotel,Allotjaments,3 estrelles,26/08/1966,Alta,SON SERVERA,Cala Bona,"ENGINYER A. GARAU, 11. 07559 Cala Bona, SON SERVERA, Mallorca","533,584.451321","4,385,043.27884",60,30,CALA BONA SA (A07033673)  des de 23/10/2012,POINT (3.391254275395967 39.614484212451195)
H/1569,CAPE COLOM HOTEL,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,FELANITX,Portocolom,"Carrer ASSUMPCIÓ, 14. 07670 Portocolom, FELANITX, Mallorca","522,662.827633","4,362,518.92556",213,119,CAPE COLOM HOTEL SA (A07819584),POINT (3.2632533119788123 39.41188812416812)
H/1570,BV BELSANA,Hotel,Allotjaments,3 estrelles,26/08/1966,Alta,FELANITX,Portocolom,"Carrer CHURRUCA, S/N. 07670 Portocolom, FELANITX, Mallorca","522,557.96564","4,362,701.63589",145,76,"DOMINI LEVANTE, SL (B98229677)  des de 03/04/2019",POINT (3.2620414009769334 39.413537207915134)
H/1572,SA COMA,Hotel,Allotjaments,3 estrelles,01/01/1966,Alta,BANYALBUFAR,Banyalbufar,"Camí DES MOLI, 3. 07191 BANYALBUFAR, Mallorca",,,66,32,"HOTEL SA COMA, CB (E57653156)",
H/1574,HOSTAL PORT CORONA,Hostal residència,Allotjaments,2 estrelles,01/01/1967,Alta,CAPDEPERA,Cala Rajada,"Passeig COLON S/N, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",46,23,GRAN CAFE CORONA SL (B57960593)  des de 01/04/2019,POINT (3.459837694366632 39.71142029804171)
H/1581,JARDIN TORRERO,Fonda,Allotjaments,,09/09/1966,Alta,LLUCMAJOR,Arenal (L'),"EUROPA, 1. 07620 Arenal (L'), LLUCMAJOR, Mallorca","478,907.654982","4,372,057.147725",26,17,LUIS MIGUEL CAÑADAS VILLA,POINT (2.75468793208054 39.497872781181236)
H/1593,LEMAN,Hotel,Allotjaments,4 estrelles,01/04/1967,Alta,PALMA,Platja De Palma,"Avinguda SON RIGO, 6. 07600 Platja De Palma, PALMA, Mallorca","477,763.894633","4,374,661.84764",189,97,VILADOT-IRAOLA SA (A08206005),POINT (2.7412986628887546 39.521313536788945)
H/1596,VILLAS BONSOL,Hotel,Allotjaments,4 estrelles Superior,01/06/1967,Alta,CALVIÀ,Cas Català-Illetes,"Passeig D' ILLETAS, 66. 07184 Cas Català-Illetes, CALVIÀ, Mallorca","464,907.258298","4,376,742.92513",106,53,HOTEL BONSOL SA (A07118367),POINT (2.5916138755532216 39.53963559850361)
H/1598,RESIDENCIA SANTIAGO MALLORCA,Hotel,Allotjaments,2 estrelles,22/03/1967,Alta,SANTANYÍ,Cala Figuera,"BERNAREGGI, 37 planta BJS. 07659 Cala Figuera, SANTANYÍ, Mallorca","514,388.706205","4,353,379.96751",43,22,"GELDMAN DEVELOPMENT, SL (B57987752)",POINT (3.166944701863077 39.329717100881226)
H/16,BE LIVE ADULTS ONLY LA CALA,Hotel,Allotjaments,4 estrelles,12/05/1956,Alta,PALMA,Cala Major,"GAVINA, 4. 07015 Cala Major, PALMA, Mallorca","466,094.388778","4,378,262.62555",126,70,"BE LIVE HOTELS, SLU (B38674792)",POINT (2.605351042733394 39.553376262902894)
H/1602,IPANEMA BEACH,Hotel,Allotjaments,3 estrelles,14/03/1968,Alta,LLUCMAJOR,Arenal (L'),"Carrer ANTONI MARIA ALCOVER, 8. 07620 Arenal (L'), LLUCMAJOR, Mallorca",,,363,190,CARIBEAN SA (A07016447),
H/1604,AZULINE HOTEL BAHAMAS II,Hotel,Allotjaments,3 estrelles,01/01/1967,Alta,LLUCMAJOR,Arenal (L'),"Avinguda EUROPA, 19. 07600 Arenal (L'), LLUCMAJOR, Mallorca","478,992.705051","4,371,915.62799",194,106,ARENALINE S.L (B57933160),POINT (2.755681552620227 39.496599699851906)
H/1607,LIDO,Hostal residència,Allotjaments,1 estrella,24/04/1967,Alta,PALMA,Platja De Palma,"Carrer DE GERMA BIANOR, 16. 07600 Platja De Palma, PALMA, Mallorca","478,654.156605","4,373,197.33251",38,19,NABIL OUDJEDI DAMERDJI (X1925998R),POINT (2.7517031187821424 39.508140149276066)
H/1608,LEMAR GARDEN,Hotel,Allotjaments,3 estrelles,15/05/1967,Alta,SES SALINES,Colònia De Sant Jordi,"DE LA ROSA, 14. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca","499,620.30809","4,352,242.79054",60,32,PORT COLONIA SL (B07266729),POINT (2.995595265570667 39.3195897970796)
H/1609,DORIS,Hostal,Allotjaments,1 estrella,09/05/1967,Alta,SES SALINES,Colònia De Sant Jordi,"ESTANQUES 56, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca","499,422.548656","4,352,025.5867",31,16,"JAHISOMTOTS, SL (B57683302)",POINT (2.9933012822514717 39.31763249359761)
H/1612,GIRASOL,Hotel,Allotjaments,4 estrelles,01/01/1967,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"DOFÍ, 8. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca","532,835.522111","4,383,306.97291",324,166,TURISTICAS GIRASOL SL (B07283070),POINT (3.3824434616259853 39.59886877826869)
H/1613,AMOROS,Hotel,Allotjaments,3 estrelles,11/05/1967,Alta,CAPDEPERA,Cala Rajada,"SES LLEGITIMES, 37. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",159,80,ANTONIO CASTILLO MARQUES,POINT (3.459837694366632 39.71142029804171)
H/1614,CALA LLITERAS,Hotel,Allotjaments,4 estrelles,01/01/1967,Alta,CAPDEPERA,Cala Rajada,"CALA LLITERAS, 9. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,630.133683","4,396,650.84512",395,208,HOTEL CALA LLITERAS SA (A07034523),POINT (3.4623802446303076 39.718810188984904)
H/1615,CALA GAT,Hotel,Allotjaments,4 estrelles,07/04/1967,Alta,CAPDEPERA,Cala Rajada,"D'ES FAR, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca","537,146.723051","4,394,795.02625",92,47,HOTEL CALA GAT SL (B07660822),POINT (3.433301508955409 39.70220104496113)
H/1616,AMÀRAC,Hotel,Allotjaments,4 estrelles,01/01/1967,Alta,SON SERVERA,Cala Millor,"Carrer VINYA DEL MAR, 1. 07560 Cala Millor, SON SERVERA, Mallorca","533,037.236053","4,383,498.59167",111,59,Kyrat Hoteles SL (B01836196)  des de 17/11/2021,POINT (3.384802378598844 39.60058754933994)
H/1617,CABO BLANCO,Hotel,Allotjaments,4 estrelles,06/05/1967,Alta,SES SALINES,Colònia De Sant Jordi,"CARAVEL·LA, 2. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca","498,701.180122","4,352,553.48556",128,66,HOTELERA CABO BLANCO SA (A07269327),POINT (2.9849320344817967 39.32238853438952)
H/1622,AGUA BEACH,Hotel,Allotjaments,4 estrelles,22/05/1967,Alta,CALVIÀ,Palmanova,"DE LA MAR, 26. 07181 Palmanova, CALVIÀ, Mallorca","460,288.963285","4,374,898.07598",210,109,HOTELES BABILONIA SL (B07038193),POINT (2.5379809472326444 39.522811821217445)
H/1623,FLORIDA,Hotel,Allotjaments,4 estrelles,03/05/1967,Alta,CALVIÀ,Magaluf,"Carrer TORRENOVA, 33. 07182 Magaluf, CALVIÀ, Mallorca",,,410,205,COMPAÑIA HOTELERA FLORIDA SA (A07014277),
H/1630,CASTELL DELS HAMS,Hotel,Allotjaments,4 estrelles,05/06/1967,Alta,MANACOR,Portocristo,"Carretera PORTOCRISTO-MANACOR, KM 10. 07680 Portocristo, MANACOR, Mallorca",,,513,277,"INVERSIONES ULYSES, SL (B07693856)  des de 19/05/2021",
